,area_id,full_address,city,address,street_prefix,street_name,building,house_id,area_name,house_year
9878,2281050,г Москва ул Мясницкая д.30/1 строение 2,Москва,ул Мясницкая д.30/1 строение 2,ул,Мясницкая ,д.30/1 строение 2,8103928,муниципальный округ Басманный,1876
9880,2281050,г Москва ул Мясницкая д.40А,Москва,ул Мясницкая д.40А,ул,Мясницкая ,д.40А,8103942,муниципальный округ Басманный,1949
9881,2281050,г Москва ул Мясницкая д.44 строение 3,Москва,ул Мясницкая д.44 строение 3,ул,Мясницкая ,д.44 строение 3,8090151,муниципальный округ Басманный,1917
9882,2281050,г Москва ул Новая Дорога д.1,Москва,ул Новая Дорога д.1,ул,Новая Дорога ,д.1,8103948,муниципальный округ Басманный,1975
9883,2281050,г Москва ул Новая Дорога д.17 кор.2,Москва,ул Новая Дорога д.17 кор.2,ул,Новая Дорога ,д.17 кор.2,8103977,муниципальный округ Басманный,1964
9884,2281050,г Москва ул Новая Дорога д.3,Москва,ул Новая Дорога д.3,ул,Новая Дорога ,д.3,8103983,муниципальный округ Басманный,1967
9885,2281050,г Москва ул Новая Дорога д.5,Москва,ул Новая Дорога д.5,ул,Новая Дорога ,д.5,8103988,муниципальный округ Басманный,1966
9886,2281050,г Москва ул Новорязанская д.22/14,Москва,ул Новорязанская д.22/14,ул,Новорязанская ,д.22/14,8103993,муниципальный округ Басманный,1917
9887,2281050,г Москва ул Новорязанская д.25 строение 1,Москва,ул Новорязанская д.25 строение 1,ул,Новорязанская ,д.25 строение 1,7622015,муниципальный округ Басманный,1910
9888,2281050,г Москва ул Новорязанская д.30,Москва,ул Новорязанская д.30,ул,Новорязанская ,д.30,8103999,муниципальный округ Басманный,1937
9889,2281050,г Москва ул Новорязанская д.30а,Москва,ул Новорязанская д.30а,ул,Новорязанская ,д.30а,8248304,муниципальный округ Басманный,2001
9890,2281050,г Москва ул Новорязанская д.31/7 строение 5,Москва,ул Новорязанская д.31/7 строение 5,ул,Новорязанская ,д.31/7 строение 5,7622017,муниципальный округ Басманный,1932
9891,2281050,г Москва ул Новорязанская д.31/7 строение 6,Москва,ул Новорязанская д.31/7 строение 6,ул,Новорязанская ,д.31/7 строение 6,7622018,муниципальный округ Басманный,1933
9892,2281050,г Москва ул Новорязанская д.32,Москва,ул Новорязанская д.32,ул,Новорязанская ,д.32,8104003,муниципальный округ Басманный,1963
9893,2281050,г Москва ул Новорязанская д.36,Москва,ул Новорязанская д.36,ул,Новорязанская ,д.36,8104007,муниципальный округ Басманный,1941
9894,2281050,г Москва ул Новорязанская д.38,Москва,ул Новорязанская д.38,ул,Новорязанская ,д.38,8104013,муниципальный округ Басманный,1928
9895,2281050,г Москва ул Ольховская д.16,Москва,ул Ольховская д.16,ул,Ольховская ,д.16,7622022,муниципальный округ Басманный,1917
9897,2281050,г Москва ул Ольховская д.2А,Москва,ул Ольховская д.2А,ул,Ольховская ,д.2А,7622021,муниципальный округ Басманный,1917
9899,2281050,г Москва ул Покровка д.14/2 строение 1,Москва,ул Покровка д.14/2 строение 1,ул,Покровка ,д.14/2 строение 1,8104127,муниципальный округ Басманный,1880
9900,2281050,г Москва ул Покровка д.15/16 строение 1,Москва,ул Покровка д.15/16 строение 1,ул,Покровка ,д.15/16 строение 1,8104132,муниципальный округ Басманный,1917
9901,2281050,г Москва ул Покровка д.19,Москва,ул Покровка д.19,ул,Покровка ,д.19,8104138,муниципальный округ Басманный,1901
9902,2281050,г Москва ул Покровка д.2/1 строение 1,Москва,ул Покровка д.2/1 строение 1,ул,Покровка ,д.2/1 строение 1,8104142,муниципальный округ Басманный,1900
9903,2281050,г Москва ул Покровка д.2/1 строение 2,Москва,ул Покровка д.2/1 строение 2,ул,Покровка ,д.2/1 строение 2,8104148,муниципальный округ Басманный,1914
9904,2281050,г Москва ул Покровка д.20/1 строение 1,Москва,ул Покровка д.20/1 строение 1,ул,Покровка ,д.20/1 строение 1,8104163,муниципальный округ Басманный,1936
9905,2281050,г Москва ул Покровка д.21_23 строение 1,Москва,ул Покровка д.21_23 строение 1,ул,Покровка ,д.21_23 строение 1,8104169,муниципальный округ Басманный,1917
9906,2281050,г Москва ул Покровка д.25 строение 1,Москва,ул Покровка д.25 строение 1,ул,Покровка ,д.25 строение 1,8104182,муниципальный округ Басманный,1917
9907,2281050,г Москва ул Покровка д.25 строение 2,Москва,ул Покровка д.25 строение 2,ул,Покровка ,д.25 строение 2,8104187,муниципальный округ Басманный,1923
9908,2281050,г Москва ул Покровка д.27 строение 1,Москва,ул Покровка д.27 строение 1,ул,Покровка ,д.27 строение 1,8104192,муниципальный округ Басманный,1860
9909,2281050,г Москва ул Покровка д.29,Москва,ул Покровка д.29,ул,Покровка ,д.29,8057210,муниципальный округ Басманный,1895
9910,2281050,г Москва ул Покровка д.3/7 строение 1АБГ,Москва,ул Покровка д.3/7 строение 1АБГ,ул,Покровка ,д.3/7 строение 1АБГ,8104199,муниципальный округ Басманный,1875
9911,2281050,г Москва ул Покровка д.31 строение 1,Москва,ул Покровка д.31 строение 1,ул,Покровка ,д.31 строение 1,8104208,муниципальный округ Басманный,1910
9912,2281050,г Москва ул Покровка д.31 строение 1Г,Москва,ул Покровка д.31 строение 1Г,ул,Покровка ,д.31 строение 1Г,8104212,муниципальный округ Басманный,1901
9913,2281050,г Москва ул Покровка д.31 строение 2,Москва,ул Покровка д.31 строение 2,ул,Покровка ,д.31 строение 2,8104219,муниципальный округ Басманный,1913
9914,2281050,г Москва ул Покровка д.31 строение 3,Москва,ул Покровка д.31 строение 3,ул,Покровка ,д.31 строение 3,8104232,муниципальный округ Басманный,1917
9915,2281050,г Москва ул Покровка д.33/22 строение 2,Москва,ул Покровка д.33/22 строение 2,ул,Покровка ,д.33/22 строение 2,8104242,муниципальный округ Басманный,1904
9916,2281050,г Москва ул Покровка д.34,Москва,ул Покровка д.34,ул,Покровка ,д.34,8104256,муниципальный округ Басманный,1897
9917,2281050,г Москва ул Покровка д.35/17 строение 1,Москва,ул Покровка д.35/17 строение 1,ул,Покровка ,д.35/17 строение 1,8104263,муниципальный округ Басманный,1895
9918,2281050,г Москва ул Покровка д.37 строение 1,Москва,ул Покровка д.37 строение 1,ул,Покровка ,д.37 строение 1,8104268,муниципальный округ Басманный,1935
9919,2281050,г Москва ул Покровка д.37/15 строение 4,Москва,ул Покровка д.37/15 строение 4,ул,Покровка ,д.37/15 строение 4,8104272,муниципальный округ Басманный,1927
9920,2281050,г Москва ул Покровка д.38 строение 1,Москва,ул Покровка д.38 строение 1,ул,Покровка ,д.38 строение 1,8104051,муниципальный округ Басманный,1902
9921,2281050,г Москва ул Покровка д.39,Москва,ул Покровка д.39,ул,Покровка ,д.39,7713536,муниципальный округ Басманный,1986
9922,2281050,г Москва ул Покровка д.4 строение 1,Москва,ул Покровка д.4 строение 1,ул,Покровка ,д.4 строение 1,8104055,муниципальный округ Басманный,1880
9923,2281050,г Москва ул Покровка д.40 строение 1,Москва,ул Покровка д.40 строение 1,ул,Покровка ,д.40 строение 1,8104059,муниципальный округ Басманный,1905
9924,2281050,г Москва ул Покровка д.41 строение 1,Москва,ул Покровка д.41 строение 1,ул,Покровка ,д.41 строение 1,8104063,муниципальный округ Басманный,1928
9926,2281050,г Москва ул Покровка д.41 строение 3,Москва,ул Покровка д.41 строение 3,ул,Покровка ,д.41 строение 3,8090080,муниципальный округ Басманный,1928
9927,2281050,г Москва ул Покровка д.42 строение 6,Москва,ул Покровка д.42 строение 6,ул,Покровка ,д.42 строение 6,8104069,муниципальный округ Басманный,1913
9928,2281050,г Москва ул Покровка д.43 строение 6,Москва,ул Покровка д.43 строение 6,ул,Покровка ,д.43 строение 6,8104072,муниципальный округ Басманный,1904
9929,2281050,г Москва ул Покровка д.43 строение 7,Москва,ул Покровка д.43 строение 7,ул,Покровка ,д.43 строение 7,8104078,муниципальный округ Басманный,1890
9930,2281050,г Москва ул Покровка д.43А,Москва,ул Покровка д.43А,ул,Покровка ,д.43А,8090082,муниципальный округ Басманный,1917
9931,2281050,г Москва ул Покровка д.44,Москва,ул Покровка д.44,ул,Покровка ,д.44,8104080,муниципальный округ Басманный,1910
9932,2281050,г Москва ул Покровка д.45 строение 4,Москва,ул Покровка д.45 строение 4,ул,Покровка ,д.45 строение 4,8104084,муниципальный округ Басманный,1906
9933,2281050,г Москва ул Покровка д.45 строение 5,Москва,ул Покровка д.45 строение 5,ул,Покровка ,д.45 строение 5,8104087,муниципальный округ Басманный,1906
9934,2281050,г Москва ул Покровка д.7/9 кор.1,Москва,ул Покровка д.7/9 кор.1,ул,Покровка ,д.7/9 кор.1,8090113,муниципальный округ Басманный,1929
9935,2281050,г Москва ул Почтовая Б. д.1/33 строение 1,Москва,ул Почтовая Б. д.1/33 строение 1,ул,Почтовая Б. ,д.1/33 строение 1,8104133,муниципальный округ Басманный,1968
9937,2281050,г Москва ул Почтовая Б. д.16,Москва,ул Почтовая Б. д.16,ул,Почтовая Б. ,д.16,8104137,муниципальный округ Басманный,2007
9938,2281050,г Москва ул Почтовая Б. д.18,Москва,ул Почтовая Б. д.18,ул,Почтовая Б. ,д.18,8090050,муниципальный округ Басманный,1926
9939,2281050,г Москва ул Почтовая Б. д.18/20 кор.10,Москва,ул Почтовая Б. д.18/20 кор.10,ул,Почтовая Б. ,д.18/20 кор.10,8104143,муниципальный округ Басманный,1926
9940,2281050,г Москва ул Почтовая Б. д.18/20 кор.11,Москва,ул Почтовая Б. д.18/20 кор.11,ул,Почтовая Б. ,д.18/20 кор.11,8104147,муниципальный округ Басманный,1930
9941,2281050,г Москва ул Почтовая Б. д.18/20 кор.12,Москва,ул Почтовая Б. д.18/20 кор.12,ул,Почтовая Б. ,д.18/20 кор.12,8104152,муниципальный округ Басманный,1930
9942,2281050,г Москва ул Почтовая Б. д.18/20 кор.15,Москва,ул Почтовая Б. д.18/20 кор.15,ул,Почтовая Б. ,д.18/20 кор.15,8104157,муниципальный округ Басманный,1926
9943,2281050,г Москва ул Почтовая Б. д.18/20 кор.16,Москва,ул Почтовая Б. д.18/20 кор.16,ул,Почтовая Б. ,д.18/20 кор.16,8104164,муниципальный округ Басманный,1926
9944,2281050,г Москва ул Почтовая Б. д.18/20 кор.17,Москва,ул Почтовая Б. д.18/20 кор.17,ул,Почтовая Б. ,д.18/20 кор.17,8104168,муниципальный округ Басманный,1931
9945,2281050,г Москва ул Почтовая Б. д.18/20 кор.18,Москва,ул Почтовая Б. д.18/20 кор.18,ул,Почтовая Б. ,д.18/20 кор.18,8104174,муниципальный округ Басманный,1957
9946,2281050,г Москва ул Почтовая Б. д.18/20 кор.18а,Москва,ул Почтовая Б. д.18/20 кор.18а,ул,Почтовая Б. ,д.18/20 кор.18а,8104179,муниципальный округ Басманный,1957
9947,2281050,г Москва ул Почтовая Б. д.18/20 кор.2,Москва,ул Почтовая Б. д.18/20 кор.2,ул,Почтовая Б. ,д.18/20 кор.2,8104181,муниципальный округ Басманный,1927
9948,2281050,г Москва ул Почтовая Б. д.18/20 кор.3,Москва,ул Почтовая Б. д.18/20 кор.3,ул,Почтовая Б. ,д.18/20 кор.3,8104185,муниципальный округ Басманный,1926
9949,2281050,г Москва ул Почтовая Б. д.18/20 кор.4,Москва,ул Почтовая Б. д.18/20 кор.4,ул,Почтовая Б. ,д.18/20 кор.4,8104190,муниципальный округ Басманный,1926
9951,2281050,г Москва ул Почтовая Б. д.18/20 кор.6,Москва,ул Почтовая Б. д.18/20 кор.6,ул,Почтовая Б. ,д.18/20 кор.6,8090052,муниципальный округ Басманный,1926
9952,2281050,г Москва ул Почтовая Б. д.18/20 кор.7,Москва,ул Почтовая Б. д.18/20 кор.7,ул,Почтовая Б. ,д.18/20 кор.7,8104198,муниципальный округ Басманный,1929
9953,2281050,г Москва ул Почтовая Б. д.18/20 кор.8,Москва,ул Почтовая Б. д.18/20 кор.8,ул,Почтовая Б. ,д.18/20 кор.8,8104203,муниципальный округ Басманный,1926
9954,2281050,г Москва ул Почтовая Б. д.18/20 кор.9,Москва,ул Почтовая Б. д.18/20 кор.9,ул,Почтовая Б. ,д.18/20 кор.9,8104206,муниципальный округ Басманный,1926
9955,2281050,г Москва ул Почтовая Б. д.18/20 кор.9 строение 6А,Москва,ул Почтовая Б. д.18/20 кор.9 строение 6А,ул,Почтовая Б. ,д.18/20 кор.9 строение 6А,8090088,муниципальный округ Басманный,1956
9956,2281050,г Москва ул Почтовая Б. д.18/20 кор.9А,Москва,ул Почтовая Б. д.18/20 кор.9А,ул,Почтовая Б. ,д.18/20 кор.9А,8090053,муниципальный округ Басманный,1956
9957,2281050,г Москва ул Почтовая Б. д.2/4,Москва,ул Почтовая Б. д.2/4,ул,Почтовая Б. ,д.2/4,8104211,муниципальный округ Басманный,1956
9958,2281050,г Москва ул Почтовая Б. д.5,Москва,ул Почтовая Б. д.5,ул,Почтовая Б. ,д.5,8104218,муниципальный округ Басманный,2002
9959,2281050,г Москва ул Почтовая Б. д.5/12 строение 1,Москва,ул Почтовая Б. д.5/12 строение 1,ул,Почтовая Б. ,д.5/12 строение 1,8104235,муниципальный округ Басманный,1976
9960,2281050,г Москва ул Почтовая Б. д.5/12 строение 2,Москва,ул Почтовая Б. д.5/12 строение 2,ул,Почтовая Б. ,д.5/12 строение 2,8104239,муниципальный округ Басманный,1976
9961,2281050,г Москва ул Почтовая Б. д.6 строение 1,Москва,ул Почтовая Б. д.6 строение 1,ул,Почтовая Б. ,д.6 строение 1,8104221,муниципальный округ Басманный,1968
9962,2281050,г Москва ул Почтовая Б. д.61/67 строение 1,Москва,ул Почтовая Б. д.61/67 строение 1,ул,Почтовая Б. ,д.61/67 строение 1,8104226,муниципальный округ Басманный,1961
9963,2281050,г Москва ул Почтовая М. д.10,Москва,ул Почтовая М. д.10,ул,Почтовая М. ,д.10,8104636,муниципальный округ Басманный,1998
9964,2281050,г Москва ул Радио д.10 строение 9,Москва,ул Радио д.10 строение 9,ул,Радио ,д.10 строение 9,7562191,муниципальный округ Басманный,1957
9965,2281050,г Москва ул Садовая-Черногрязская д.11/2,Москва,ул Садовая-Черногрязская д.11/2,ул,Садовая-Черногрязская ,д.11/2,8102895,муниципальный округ Басманный,1908
9966,2281050,г Москва ул Садовая-Черногрязская д.13/3 строение 1,Москва,ул Садовая-Черногрязская д.13/3 строение 1,ул,Садовая-Черногрязская ,д.13/3 строение 1,8102896,муниципальный округ Басманный,1929
9967,2281050,г Москва ул Садовая-Черногрязская д.16_18 строение 1,Москва,ул Садовая-Черногрязская д.16_18 строение 1,ул,Садовая-Черногрязская ,д.16_18 строение 1,8102897,муниципальный округ Басманный,1941
9969,2281050,г Москва ул Садовая-Черногрязская д.5/9,Москва,ул Садовая-Черногрязская д.5/9,ул,Садовая-Черногрязская ,д.5/9,8102902,муниципальный округ Басманный,1957
9970,2281050,г Москва ул Солянка д.1/2 строение 1,Москва,ул Солянка д.1/2 строение 1,ул,Солянка ,д.1/2 строение 1,8103645,муниципальный округ Басманный,1914
9972,2281050,г Москва ул Спартаковская д.16 кор.2,Москва,ул Спартаковская д.16 кор.2,ул,Спартаковская ,д.16 кор.2,7622054,муниципальный округ Басманный,1973
9973,2281050,г Москва ул Спартаковская д.18,Москва,ул Спартаковская д.18,ул,Спартаковская ,д.18,7622055,муниципальный округ Басманный,1971
9974,2281050,г Москва ул Спартаковская д.19 строение 2,Москва,ул Спартаковская д.19 строение 2,ул,Спартаковская ,д.19 строение 2,7622056,муниципальный округ Басманный,1929
9975,2281050,г Москва ул Спартаковская д.19 строение 3,Москва,ул Спартаковская д.19 строение 3,ул,Спартаковская ,д.19 строение 3,7622058,муниципальный округ Басманный,1929
9976,2281050,г Москва ул Спартаковская д.19 строение 3А,Москва,ул Спартаковская д.19 строение 3А,ул,Спартаковская ,д.19 строение 3А,7622063,муниципальный округ Басманный,1955
9977,2281050,г Москва ул Спартаковская д.6,Москва,ул Спартаковская д.6,ул,Спартаковская ,д.6,7622064,муниципальный округ Басманный,1941
9978,2281050,г Москва ул Сыромятническая Ниж. д.2/3 строение 1,Москва,ул Сыромятническая Ниж. д.2/3 строение 1,ул,Сыромятническая Ниж. ,д.2/3 строение 1,8103697,муниципальный округ Басманный,1925
9979,2281050,г Москва ул Сыромятническая Ниж. д.5 строение 3,Москва,ул Сыромятническая Ниж. д.5 строение 3,ул,Сыромятническая Ниж. ,д.5 строение 3,8103701,муниципальный округ Басманный,1927
9980,2281050,г Москва ул Сыромятническая Ниж. д.5 строение 3а,Москва,ул Сыромятническая Ниж. д.5 строение 3а,ул,Сыромятническая Ниж. ,д.5 строение 3а,8103709,муниципальный округ Басманный,1957
9981,2281050,г Москва ул Фридриха Энгельса д.23 строение 1,Москва,ул Фридриха Энгельса д.23 строение 1,ул,Фридриха Энгельса ,д.23 строение 1,8103755,муниципальный округ Басманный,1917
9982,2281050,г Москва ул Фридриха Энгельса д.28_30 кор.1,Москва,ул Фридриха Энгельса д.28_30 кор.1,ул,Фридриха Энгельса ,д.28_30 кор.1,8103763,муниципальный округ Басманный,1972
9983,2281050,г Москва ул Фридриха Энгельса д.28_30 кор.2,Москва,ул Фридриха Энгельса д.28_30 кор.2,ул,Фридриха Энгельса ,д.28_30 кор.2,8103767,муниципальный округ Басманный,1972
9984,2281050,г Москва ул Фридриха Энгельса д.3/5 строение 1,Москва,ул Фридриха Энгельса д.3/5 строение 1,ул,Фридриха Энгельса ,д.3/5 строение 1,7622077,муниципальный округ Басманный,1917
9985,2281050,г Москва ул Фридриха Энгельса д.31/35,Москва,ул Фридриха Энгельса д.31/35,ул,Фридриха Энгельса ,д.31/35,8192769,муниципальный округ Басманный,1933
9986,2281050,г Москва ул Фридриха Энгельса д.36 строение 1,Москва,ул Фридриха Энгельса д.36 строение 1,ул,Фридриха Энгельса ,д.36 строение 1,8103769,муниципальный округ Басманный,1975
9987,2281050,г Москва ул Фридриха Энгельса д.37_41 кор.А,Москва,ул Фридриха Энгельса д.37_41 кор.А,ул,Фридриха Энгельса ,д.37_41 кор.А,8103774,муниципальный округ Басманный,1973
9988,2281050,г Москва ул Фридриха Энгельса д.43_45,Москва,ул Фридриха Энгельса д.43_45,ул,Фридриха Энгельса ,д.43_45,8103781,муниципальный округ Басманный,1974
9989,2281050,г Москва ул Фридриха Энгельса д.63 строение 1,Москва,ул Фридриха Энгельса д.63 строение 1,ул,Фридриха Энгельса ,д.63 строение 1,8103784,муниципальный округ Басманный,1917
9990,2281050,г Москва ул Фридриха Энгельса д.7_21,Москва,ул Фридриха Энгельса д.7_21,ул,Фридриха Энгельса ,д.7_21,8103789,муниципальный округ Басманный,1973
9991,2281050,г Москва ул Чаплыгина д.1/12 строение 1,Москва,ул Чаплыгина д.1/12 строение 1,ул,Чаплыгина ,д.1/12 строение 1,8103892,муниципальный округ Басманный,1927
9992,2281050,г Москва ул Чаплыгина д.1/12 строение 2,Москва,ул Чаплыгина д.1/12 строение 2,ул,Чаплыгина ,д.1/12 строение 2,8103900,муниципальный округ Басманный,1927
9993,2281050,г Москва ул Чаплыгина д.10/11 строение 1,Москва,ул Чаплыгина д.10/11 строение 1,ул,Чаплыгина ,д.10/11 строение 1,8103905,муниципальный округ Басманный,1894
9994,2281050,г Москва ул Чаплыгина д.10/11 строение 3,Москва,ул Чаплыгина д.10/11 строение 3,ул,Чаплыгина ,д.10/11 строение 3,8103910,муниципальный округ Басманный,1894
9995,2281050,г Москва ул Чаплыгина д.15 строение 5,Москва,ул Чаплыгина д.15 строение 5,ул,Чаплыгина ,д.15 строение 5,8103913,муниципальный округ Басманный,1927
9996,2281050,г Москва ул Чаплыгина д.16,Москва,ул Чаплыгина д.16,ул,Чаплыгина ,д.16,8090083,муниципальный округ Басманный,1955
9997,2281050,г Москва ул Чаплыгина д.1А строение 1,Москва,ул Чаплыгина д.1А строение 1,ул,Чаплыгина ,д.1А строение 1,8103921,муниципальный округ Басманный,1900
9998,2281050,г Москва ул Чаплыгина д.8 строение 1,Москва,ул Чаплыгина д.8 строение 1,ул,Чаплыгина ,д.8 строение 1,8103925,муниципальный округ Басманный,1898
