,area_id,full_address,city,address,street_prefix,street_name,building,house_id,area_name,house_year
9701,2281050,г Москва ул Басманная Стар. д.31,Москва,ул Басманная Стар. д.31,ул,Басманная Стар. ,д.31,8090085,муниципальный округ Басманный,1915
9702,2281050,г Москва ул Басманная Стар. д.33,Москва,ул Басманная Стар. д.33,ул,Басманная Стар. ,д.33,8096827,муниципальный округ Басманный,1912
9703,2281050,г Москва ул Басманная Стар. д.38/2 строение 3,Москва,ул Басманная Стар. д.38/2 строение 3,ул,Басманная Стар. ,д.38/2 строение 3,8096829,муниципальный округ Басманный,1999
9704,2281050,г Москва ул Басманная Стар. д.5 строение 1,Москва,ул Басманная Стар. д.5 строение 1,ул,Басманная Стар. ,д.5 строение 1,8096790,муниципальный округ Басманный,1908
9705,2281050,г Москва ул Басманная Стар. д.6 строение 2,Москва,ул Басманная Стар. д.6 строение 2,ул,Басманная Стар. ,д.6 строение 2,8096792,муниципальный округ Басманный,2005
9706,2281050,г Москва ул Басманная Стар. д.9 кор.1,Москва,ул Басманная Стар. д.9 кор.1,ул,Басманная Стар. ,д.9 кор.1,8096794,муниципальный округ Басманный,1966
9707,2281050,г Москва ул Басманная Стар. д.9 кор.2,Москва,ул Басманная Стар. д.9 кор.2,ул,Басманная Стар. ,д.9 кор.2,8096795,муниципальный округ Басманный,1969
9708,2281050,г Москва ул Бауманская д.19,Москва,ул Бауманская д.19,ул,Бауманская ,д.19,7621945,муниципальный округ Басманный,1966
9709,2281050,г Москва ул Бауманская д.20 строение 2,Москва,ул Бауманская д.20 строение 2,ул,Бауманская ,д.20 строение 2,7621948,муниципальный округ Басманный,1904
9710,2281050,г Москва ул Бауманская д.20 строение 3,Москва,ул Бауманская д.20 строение 3,ул,Бауманская ,д.20 строение 3,8079317,муниципальный округ Басманный,1903
9711,2281050,г Москва ул Бауманская д.23,Москва,ул Бауманская д.23,ул,Бауманская ,д.23,7621950,муниципальный округ Басманный,1917
9712,2281050,г Москва ул Бауманская д.26,Москва,ул Бауманская д.26,ул,Бауманская ,д.26,7621952,муниципальный округ Басманный,1917
9713,2281050,г Москва ул Бауманская д.27,Москва,ул Бауманская д.27,ул,Бауманская ,д.27,7621954,муниципальный округ Басманный,1966
9714,2281050,г Москва ул Бауманская д.28 строение 2,Москва,ул Бауманская д.28 строение 2,ул,Бауманская ,д.28 строение 2,7621955,муниципальный округ Басманный,1917
9716,2281050,г Москва ул Бауманская д.33/2 строение 3,Москва,ул Бауманская д.33/2 строение 3,ул,Бауманская ,д.33/2 строение 3,7621958,муниципальный округ Басманный,1917
9717,2281050,г Москва ул Бауманская д.33/2 строение 8,Москва,ул Бауманская д.33/2 строение 8,ул,Бауманская ,д.33/2 строение 8,8096840,муниципальный округ Басманный,1917
9718,2281050,г Москва ул Бауманская д.34/20,Москва,ул Бауманская д.34/20,ул,Бауманская ,д.34/20,7621960,муниципальный округ Басманный,1968
9719,2281050,г Москва ул Бауманская д.35/1,Москва,ул Бауманская д.35/1,ул,Бауманская ,д.35/1,7621961,муниципальный округ Басманный,1902
9720,2281050,г Москва ул Бауманская д.38 строение 2,Москва,ул Бауманская д.38 строение 2,ул,Бауманская ,д.38 строение 2,7621962,муниципальный округ Басманный,1966
9721,2281050,г Москва ул Бауманская д.43 строение 2,Москва,ул Бауманская д.43 строение 2,ул,Бауманская ,д.43 строение 2,7621963,муниципальный округ Басманный,1905
9722,2281050,г Москва ул Бауманская д.46,Москва,ул Бауманская д.46,ул,Бауманская ,д.46,7621964,муниципальный округ Басманный,1917
9723,2281050,г Москва ул Бауманская д.56/17 строение 1,Москва,ул Бауманская д.56/17 строение 1,ул,Бауманская ,д.56/17 строение 1,7621965,муниципальный округ Басманный,1917
9726,2281050,г Москва ул Бауманская д.58А,Москва,ул Бауманская д.58А,ул,Бауманская ,д.58А,7621967,муниципальный округ Басманный,1970
9727,2281050,г Москва ул Бауманская д.62/66,Москва,ул Бауманская д.62/66,ул,Бауманская ,д.62/66,7621968,муниципальный округ Басманный,1977
9728,2281050,г Москва ул Бауманская д.66/11,Москва,ул Бауманская д.66/11,ул,Бауманская ,д.66/11,7621969,муниципальный округ Басманный,1900
9730,2281050,г Москва ул Воронцово Поле д.5_7 строение 8,Москва,ул Воронцово Поле д.5_7 строение 8,ул,Воронцово Поле ,д.5_7 строение 8,8096845,муниципальный округ Басманный,1935
9731,2281050,г Москва ул Гольяновская д.1б,Москва,ул Гольяновская д.1б,ул,Гольяновская ,д.1б,8096848,муниципальный округ Басманный,1971
9732,2281050,г Москва ул Гольяновская д.3а кор.3,Москва,ул Гольяновская д.3а кор.3,ул,Гольяновская ,д.3а кор.3,8096849,муниципальный округ Басманный,1950
9733,2281050,г Москва ул Гольяновская д.7 кор.1,Москва,ул Гольяновская д.7 кор.1,ул,Гольяновская ,д.7 кор.1,8096850,муниципальный округ Басманный,1952
9734,2281050,г Москва ул Гольяновская д.7 кор.2,Москва,ул Гольяновская д.7 кор.2,ул,Гольяновская ,д.7 кор.2,8096852,муниципальный округ Басманный,1952
9736,2281050,г Москва ул Гольяновская д.7а кор.4,Москва,ул Гольяновская д.7а кор.4,ул,Гольяновская ,д.7а кор.4,8096854,муниципальный округ Басманный,1956
9737,2281050,г Москва ул Госпитальный Вал д.3,Москва,ул Госпитальный Вал д.3,ул,Госпитальный Вал ,д.3,8096866,муниципальный округ Басманный,1960
9738,2281050,г Москва ул Госпитальный Вал д.3 кор.1,Москва,ул Госпитальный Вал д.3 кор.1,ул,Госпитальный Вал ,д.3 кор.1,8096869,муниципальный округ Басманный,1964
9739,2281050,г Москва ул Госпитальный Вал д.3 кор.2,Москва,ул Госпитальный Вал д.3 кор.2,ул,Госпитальный Вал ,д.3 кор.2,8102845,муниципальный округ Басманный,1969
9740,2281050,г Москва ул Госпитальный Вал д.3 кор.3,Москва,ул Госпитальный Вал д.3 кор.3,ул,Госпитальный Вал ,д.3 кор.3,8096873,муниципальный округ Басманный,1969
9741,2281050,г Москва ул Госпитальный Вал д.3 кор.4,Москва,ул Госпитальный Вал д.3 кор.4,ул,Госпитальный Вал ,д.3 кор.4,8096874,муниципальный округ Басманный,1977
9742,2281050,г Москва ул Госпитальный Вал д.3 кор.5,Москва,ул Госпитальный Вал д.3 кор.5,ул,Госпитальный Вал ,д.3 кор.5,8096875,муниципальный округ Басманный,1968
9743,2281050,г Москва ул Госпитальный Вал д.3 кор.6,Москва,ул Госпитальный Вал д.3 кор.6,ул,Госпитальный Вал ,д.3 кор.6,8096878,муниципальный округ Басманный,1967
9744,2281050,г Москва ул Госпитальный Вал д.3 кор.7,Москва,ул Госпитальный Вал д.3 кор.7,ул,Госпитальный Вал ,д.3 кор.7,8096879,муниципальный округ Басманный,1973
9746,2281050,г Москва ул Госпитальный Вал д.5 кор.10,Москва,ул Госпитальный Вал д.5 кор.10,ул,Госпитальный Вал ,д.5 кор.10,8096889,муниципальный округ Басманный,1933
9747,2281050,г Москва ул Госпитальный Вал д.5 кор.11,Москва,ул Госпитальный Вал д.5 кор.11,ул,Госпитальный Вал ,д.5 кор.11,8096891,муниципальный округ Басманный,1951
9748,2281050,г Москва ул Госпитальный Вал д.5 кор.13,Москва,ул Госпитальный Вал д.5 кор.13,ул,Госпитальный Вал ,д.5 кор.13,8096892,муниципальный округ Басманный,1950
9749,2281050,г Москва ул Госпитальный Вал д.5 кор.15,Москва,ул Госпитальный Вал д.5 кор.15,ул,Госпитальный Вал ,д.5 кор.15,8096893,муниципальный округ Басманный,1950
9750,2281050,г Москва ул Госпитальный Вал д.5 кор.16,Москва,ул Госпитальный Вал д.5 кор.16,ул,Госпитальный Вал ,д.5 кор.16,8096894,муниципальный округ Басманный,1950
9751,2281050,г Москва ул Госпитальный Вал д.5 кор.17,Москва,ул Госпитальный Вал д.5 кор.17,ул,Госпитальный Вал ,д.5 кор.17,8096895,муниципальный округ Басманный,1950
9752,2281050,г Москва ул Госпитальный Вал д.5 кор.18,Москва,ул Госпитальный Вал д.5 кор.18,ул,Госпитальный Вал ,д.5 кор.18,8096896,муниципальный округ Басманный,1955
9753,2281050,г Москва ул Госпитальный Вал д.5 строение 1,Москва,ул Госпитальный Вал д.5 строение 1,ул,Госпитальный Вал ,д.5 строение 1,8096882,муниципальный округ Басманный,2000
9754,2281050,г Москва ул Госпитальный Вал д.5 строение 12,Москва,ул Госпитальный Вал д.5 строение 12,ул,Госпитальный Вал ,д.5 строение 12,7789060,муниципальный округ Басманный,2004
9755,2281050,г Москва ул Госпитальный Вал д.5 строение 2,Москва,ул Госпитальный Вал д.5 строение 2,ул,Госпитальный Вал ,д.5 строение 2,8096883,муниципальный округ Басманный,2002
9756,2281050,г Москва ул Госпитальный Вал д.5 строение 3,Москва,ул Госпитальный Вал д.5 строение 3,ул,Госпитальный Вал ,д.5 строение 3,8096884,муниципальный округ Басманный,2001
9757,2281050,г Москва ул Госпитальный Вал д.5 строение 4,Москва,ул Госпитальный Вал д.5 строение 4,ул,Госпитальный Вал ,д.5 строение 4,8096885,муниципальный округ Басманный,2002
9758,2281050,г Москва ул Госпитальный Вал д.5 строение 5,Москва,ул Госпитальный Вал д.5 строение 5,ул,Госпитальный Вал ,д.5 строение 5,8096886,муниципальный округ Басманный,2001
9759,2281050,г Москва ул Госпитальный Вал д.5 строение 7,Москва,ул Госпитальный Вал д.5 строение 7,ул,Госпитальный Вал ,д.5 строение 7,8096887,муниципальный округ Басманный,2003
9760,2281050,г Москва ул Госпитальный Вал д.5 строение 7А,Москва,ул Госпитальный Вал д.5 строение 7А,ул,Госпитальный Вал ,д.5 строение 7А,8096897,муниципальный округ Басманный,2003
9761,2281050,г Москва ул Госпитальный Вал д.5 строение 8,Москва,ул Госпитальный Вал д.5 строение 8,ул,Госпитальный Вал ,д.5 строение 8,8096888,муниципальный округ Басманный,2007
9762,2281050,г Москва ул Доброслободская д.10 строение 4,Москва,ул Доброслободская д.10 строение 4,ул,Доброслободская ,д.10 строение 4,7621977,муниципальный округ Басманный,1786
9763,2281050,г Москва ул Доброслободская д.10 строение 5,Москва,ул Доброслободская д.10 строение 5,ул,Доброслободская ,д.10 строение 5,7621979,муниципальный округ Басманный,1955
9764,2281050,г Москва ул Доброслободская д.11/13,Москва,ул Доброслободская д.11/13,ул,Доброслободская ,д.11/13,7621980,муниципальный округ Басманный,1957
9765,2281050,г Москва ул Доброслободская д.12,Москва,ул Доброслободская д.12,ул,Доброслободская ,д.12,7621981,муниципальный округ Басманный,1974
9766,2281050,г Москва ул Доброслободская д.14 кор.2,Москва,ул Доброслободская д.14 кор.2,ул,Доброслободская ,д.14 кор.2,7621982,муниципальный округ Басманный,1974
9767,2281050,г Москва ул Доброслободская д.15,Москва,ул Доброслободская д.15,ул,Доброслободская ,д.15,7621985,муниципальный округ Басманный,1994
9768,2281050,г Москва ул Доброслободская д.15/17,Москва,ул Доброслободская д.15/17,ул,Доброслободская ,д.15/17,7621986,муниципальный округ Басманный,1956
9769,2281050,г Москва ул Доброслободская д.16 кор.1,Москва,ул Доброслободская д.16 кор.1,ул,Доброслободская ,д.16 кор.1,7621987,муниципальный округ Басманный,1960
9770,2281050,г Москва ул Доброслободская д.16 кор.2,Москва,ул Доброслободская д.16 кор.2,ул,Доброслободская ,д.16 кор.2,7621988,муниципальный округ Басманный,1962
9771,2281050,г Москва ул Доброслободская д.16 кор.3,Москва,ул Доброслободская д.16 кор.3,ул,Доброслободская ,д.16 кор.3,7621991,муниципальный округ Басманный,1966
9772,2281050,г Москва ул Доброслободская д.4,Москва,ул Доброслободская д.4,ул,Доброслободская ,д.4,7621993,муниципальный округ Басманный,1972
9773,2281050,г Москва ул Доброслободская д.7/1,Москва,ул Доброслободская д.7/1,ул,Доброслободская ,д.7/1,7621994,муниципальный округ Басманный,1917
9774,2281050,г Москва ул Доброслободская д.8,Москва,ул Доброслободская д.8,ул,Доброслободская ,д.8,7621995,муниципальный округ Басманный,1971
9776,2281050,г Москва ул Жуковского д.19 строение 1,Москва,ул Жуковского д.19 строение 1,ул,Жуковского ,д.19 строение 1,8096923,муниципальный округ Басманный,1887
9777,2281050,г Москва ул Жуковского д.2,Москва,ул Жуковского д.2,ул,Жуковского ,д.2,8096917,муниципальный округ Басманный,1914
9778,2281050,г Москва ул Жуковского д.4 строение 1,Москва,ул Жуковского д.4 строение 1,ул,Жуковского ,д.4 строение 1,8096918,муниципальный округ Басманный,1917
9779,2281050,г Москва ул Жуковского д.4 строение 3,Москва,ул Жуковского д.4 строение 3,ул,Жуковского ,д.4 строение 3,8096919,муниципальный округ Басманный,1917
9780,2281050,г Москва ул Жуковского д.5,Москва,ул Жуковского д.5,ул,Жуковского ,д.5,8096920,муниципальный округ Басманный,1917
9781,2281050,г Москва ул Жуковского д.5А,Москва,ул Жуковского д.5А,ул,Жуковского ,д.5А,8090078,муниципальный округ Басманный,1955
9782,2281050,г Москва ул Жуковского д.6 строение 2,Москва,ул Жуковского д.6 строение 2,ул,Жуковского ,д.6 строение 2,8096921,муниципальный округ Басманный,1998
9783,2281050,г Москва ул Жуковского д.7,Москва,ул Жуковского д.7,ул,Жуковского ,д.7,8090034,муниципальный округ Басманный,1915
9784,2281050,г Москва ул Жуковского д.9,Москва,ул Жуковского д.9,ул,Жуковского ,д.9,8096922,муниципальный округ Басманный,1917
9785,2281050,г Москва ул Забелина д.5 строение 2,Москва,ул Забелина д.5 строение 2,ул,Забелина ,д.5 строение 2,8096924,муниципальный округ Басманный,1952
9786,2281050,г Москва ул Земляной Вал д.1/4 строение 1,Москва,ул Земляной Вал д.1/4 строение 1,ул,Земляной Вал ,д.1/4 строение 1,8096925,муниципальный округ Басманный,1932
9788,2281050,г Москва ул Земляной Вал д.10,Москва,ул Земляной Вал д.10,ул,Земляной Вал ,д.10,8096933,муниципальный округ Басманный,1913
9789,2281050,г Москва ул Земляной Вал д.12/7 строение 1,Москва,ул Земляной Вал д.12/7 строение 1,ул,Земляной Вал ,д.12/7 строение 1,8096934,муниципальный округ Басманный,1913
9790,2281050,г Москва ул Земляной Вал д.14/16 строение 1,Москва,ул Земляной Вал д.14/16 строение 1,ул,Земляной Вал ,д.14/16 строение 1,8096935,муниципальный округ Басманный,1936
9791,2281050,г Москва ул Земляной Вал д.18_22 строение 1,Москва,ул Земляной Вал д.18_22 строение 1,ул,Земляной Вал ,д.18_22 строение 1,8096936,муниципальный округ Басманный,1916
9792,2281050,г Москва ул Земляной Вал д.18_22 строение 2,Москва,ул Земляной Вал д.18_22 строение 2,ул,Земляной Вал ,д.18_22 строение 2,8096938,муниципальный округ Басманный,1940
9793,2281050,г Москва ул Земляной Вал д.2,Москва,ул Земляной Вал д.2,ул,Земляной Вал ,д.2,8096927,муниципальный округ Басманный,1945
9794,2281050,г Москва ул Земляной Вал д.21/2 строение 1,Москва,ул Земляной Вал д.21/2 строение 1,ул,Земляной Вал ,д.21/2 строение 1,8096947,муниципальный округ Басманный,1938
9795,2281050,г Москва ул Земляной Вал д.21/2 строение 2,Москва,ул Земляной Вал д.21/2 строение 2,ул,Земляной Вал ,д.21/2 строение 2,8096949,муниципальный округ Басманный,1890
9796,2281050,г Москва ул Земляной Вал д.21/2 строение 3,Москва,ул Земляной Вал д.21/2 строение 3,ул,Земляной Вал ,д.21/2 строение 3,8096950,муниципальный округ Басманный,1870
9797,2281050,г Москва ул Земляной Вал д.23 строение 1,Москва,ул Земляной Вал д.23 строение 1,ул,Земляной Вал ,д.23 строение 1,8096951,муниципальный округ Басманный,1938
9798,2281050,г Москва ул Земляной Вал д.24/30 строение 1,Москва,ул Земляной Вал д.24/30 строение 1,ул,Земляной Вал ,д.24/30 строение 1,8109480,муниципальный округ Басманный,1941
9799,2281050,г Москва ул Земляной Вал д.24/30 строение 1А,Москва,ул Земляной Вал д.24/30 строение 1А,ул,Земляной Вал ,д.24/30 строение 1А,8109488,муниципальный округ Басманный,1960
9800,2281050,г Москва ул Земляной Вал д.24/32,Москва,ул Земляной Вал д.24/32,ул,Земляной Вал ,д.24/32,8096952,муниципальный округ Басманный,1962
9801,2281050,г Москва ул Земляной Вал д.25,Москва,ул Земляной Вал д.25,ул,Земляной Вал ,д.25,8102856,муниципальный округ Басманный,1937
9802,2281050,г Москва ул Земляной Вал д.27 строение 1,Москва,ул Земляной Вал д.27 строение 1,ул,Земляной Вал ,д.27 строение 1,8102857,муниципальный округ Басманный,1930
9803,2281050,г Москва ул Земляной Вал д.27 строение 2,Москва,ул Земляной Вал д.27 строение 2,ул,Земляной Вал ,д.27 строение 2,8102858,муниципальный округ Басманный,1930
9804,2281050,г Москва ул Земляной Вал д.3/1 строение 6,Москва,ул Земляной Вал д.3/1 строение 6,ул,Земляной Вал ,д.3/1 строение 6,8096928,муниципальный округ Басманный,1953
9805,2281050,г Москва ул Земляной Вал д.3/1 строение 7,Москва,ул Земляной Вал д.3/1 строение 7,ул,Земляной Вал ,д.3/1 строение 7,8096929,муниципальный округ Басманный,1953
9806,2281050,г Москва ул Земляной Вал д.32,Москва,ул Земляной Вал д.32,ул,Земляной Вал ,д.32,8102859,муниципальный округ Басманный,1932
9807,2281050,г Москва ул Земляной Вал д.34 строение 3а,Москва,ул Земляной Вал д.34 строение 3а,ул,Земляной Вал ,д.34 строение 3а,8102860,муниципальный округ Басманный,1928
9808,2281050,г Москва ул Земляной Вал д.34 строение 4,Москва,ул Земляной Вал д.34 строение 4,ул,Земляной Вал ,д.34 строение 4,8102861,муниципальный округ Басманный,1928
9809,2281050,г Москва ул Земляной Вал д.38_40 строение 9,Москва,ул Земляной Вал д.38_40 строение 9,ул,Земляной Вал ,д.38_40 строение 9,8102855,муниципальный округ Басманный,1941
9810,2281050,г Москва ул Земляной Вал д.39/1 строение 1,Москва,ул Земляной Вал д.39/1 строение 1,ул,Земляной Вал ,д.39/1 строение 1,8102862,муниципальный округ Басманный,1952
9811,2281050,г Москва ул Земляной Вал д.6 строение 1,Москва,ул Земляной Вал д.6 строение 1,ул,Земляной Вал ,д.6 строение 1,8096930,муниципальный округ Басманный,1906
9812,2281050,г Москва ул Земляной Вал д.6 строение 2,Москва,ул Земляной Вал д.6 строение 2,ул,Земляной Вал ,д.6 строение 2,8096932,муниципальный округ Басманный,1880
9813,2281050,г Москва ул Казакова д.17/1 строение 1,Москва,ул Казакова д.17/1 строение 1,ул,Казакова ,д.17/1 строение 1,8102871,муниципальный округ Басманный,1958
9814,2281050,г Москва ул Казакова д.18_20 строение 1,Москва,ул Казакова д.18_20 строение 1,ул,Казакова ,д.18_20 строение 1,8102873,муниципальный округ Басманный,1958
9815,2281050,г Москва ул Казакова д.25,Москва,ул Казакова д.25,ул,Казакова ,д.25,8102874,муниципальный округ Басманный,1900
9816,2281050,г Москва ул Казакова д.27,Москва,ул Казакова д.27,ул,Казакова ,д.27,8102875,муниципальный округ Басманный,1996
9817,2281050,г Москва ул Казакова д.29 строение 1,Москва,ул Казакова д.29 строение 1,ул,Казакова ,д.29 строение 1,8102876,муниципальный округ Басманный,1914
9818,2281050,г Москва ул Казакова д.29 строение 2,Москва,ул Казакова д.29 строение 2,ул,Казакова ,д.29 строение 2,8102877,муниципальный округ Басманный,1900
9819,2281050,г Москва ул Казакова д.3 строение 1,Москва,ул Казакова д.3 строение 1,ул,Казакова ,д.3 строение 1,8102880,муниципальный округ Басманный,1880
9821,2281050,г Москва ул Казакова д.8 строение 2,Москва,ул Казакова д.8 строение 2,ул,Казакова ,д.8 строение 2,8102882,муниципальный округ Басманный,1917
9822,2281050,г Москва ул Казакова д.8 строение 6,Москва,ул Казакова д.8 строение 6,ул,Казакова ,д.8 строение 6,8102884,муниципальный округ Басманный,1914
9823,2281050,г Москва ул Казакова д.8А,Москва,ул Казакова д.8А,ул,Казакова ,д.8А,8102886,муниципальный округ Басманный,1917
9824,2281050,г Москва ул Красносельская Нижн. д.34/16,Москва,ул Красносельская Нижн. д.34/16,ул,Красносельская Нижн. ,д.34/16,7622000,муниципальный округ Басманный,1878
9825,2281050,г Москва ул Красносельская Нижн. д.43,Москва,ул Красносельская Нижн. д.43,ул,Красносельская Нижн. ,д.43,7622001,муниципальный округ Басманный,1977
9826,2281050,г Москва ул Красносельская Нижн. д.44,Москва,ул Красносельская Нижн. д.44,ул,Красносельская Нижн. ,д.44,7622003,муниципальный округ Басманный,1974
9827,2281050,г Москва ул Красносельская Нижн. д.45/17,Москва,ул Красносельская Нижн. д.45/17,ул,Красносельская Нижн. ,д.45/17,7622005,муниципальный округ Басманный,1964
9828,2281050,г Москва ул Ладожская д.10/12 строение 1,Москва,ул Ладожская д.10/12 строение 1,ул,Ладожская ,д.10/12 строение 1,8103670,муниципальный округ Басманный,1986
9829,2281050,г Москва ул Ладожская д.13 строение 1,Москва,ул Ладожская д.13 строение 1,ул,Ладожская ,д.13 строение 1,8103674,муниципальный округ Басманный,1974
9830,2281050,г Москва ул Ладожская д.15 строение 1,Москва,ул Ладожская д.15 строение 1,ул,Ладожская ,д.15 строение 1,8103677,муниципальный округ Басманный,1974
9831,2281050,г Москва ул Ладожская д.2/37,Москва,ул Ладожская д.2/37,ул,Ладожская ,д.2/37,7622007,муниципальный округ Басманный,1961
9832,2281050,г Москва ул Ладожская д.7,Москва,ул Ладожская д.7,ул,Ладожская ,д.7,8103685,муниципальный округ Басманный,1917
9833,2281050,г Москва ул Ладожская д.7А,Москва,ул Ладожская д.7А,ул,Ладожская ,д.7А,8103690,муниципальный округ Басманный,1917
9834,2281050,г Москва ул Ладожская д.8,Москва,ул Ладожская д.8,ул,Ладожская ,д.8,7622008,муниципальный округ Басманный,1996
9836,2281050,г Москва ул Макаренко д.2/21 строение 1,Москва,ул Макаренко д.2/21 строение 1,ул,Макаренко ,д.2/21 строение 1,8103776,муниципальный округ Басманный,1810
9837,2281050,г Москва ул Макаренко д.2/21 строение 2,Москва,ул Макаренко д.2/21 строение 2,ул,Макаренко ,д.2/21 строение 2,8103780,муниципальный округ Басманный,1905
9838,2281050,г Москва ул Макаренко д.2/21 строение 3,Москва,ул Макаренко д.2/21 строение 3,ул,Макаренко ,д.2/21 строение 3,8103786,муниципальный округ Басманный,1905
9839,2281050,г Москва ул Макаренко д.3 строение 2,Москва,ул Макаренко д.3 строение 2,ул,Макаренко ,д.3 строение 2,8057195,муниципальный округ Басманный,1917
9840,2281050,г Москва ул Макаренко д.4 строение 2,Москва,ул Макаренко д.4 строение 2,ул,Макаренко ,д.4 строение 2,8103788,муниципальный округ Басманный,1904
9841,2281050,г Москва ул Макаренко д.5 строение 1А,Москва,ул Макаренко д.5 строение 1А,ул,Макаренко ,д.5 строение 1А,8103791,муниципальный округ Басманный,1917
9842,2281050,г Москва ул Макаренко д.8,Москва,ул Макаренко д.8,ул,Макаренко ,д.8,8103796,муниципальный округ Басманный,1926
9843,2281050,г Москва ул Макаренко д.9 строение 1,Москва,ул Макаренко д.9 строение 1,ул,Макаренко ,д.9 строение 1,8090046,муниципальный округ Басманный,1917
9844,2281050,г Москва ул Макаренко д.9 строение 2,Москва,ул Макаренко д.9 строение 2,ул,Макаренко ,д.9 строение 2,8103802,муниципальный округ Басманный,1956
9845,2281050,г Москва ул Маросейка д.10/1 строение 1,Москва,ул Маросейка д.10/1 строение 1,ул,Маросейка ,д.10/1 строение 1,8103809,муниципальный округ Басманный,1880
9846,2281050,г Москва ул Маросейка д.10/1 строение 3,Москва,ул Маросейка д.10/1 строение 3,ул,Маросейка ,д.10/1 строение 3,8103846,муниципальный округ Басманный,1930
9848,2281050,г Москва ул Маросейка д.13 строение 1,Москва,ул Маросейка д.13 строение 1,ул,Маросейка ,д.13 строение 1,8103849,муниципальный округ Басманный,1890
9849,2281050,г Москва ул Маросейка д.13 строение 2,Москва,ул Маросейка д.13 строение 2,ул,Маросейка ,д.13 строение 2,8103853,муниципальный округ Басманный,1893
9850,2281050,г Москва ул Маросейка д.13 строение 3,Москва,ул Маросейка д.13 строение 3,ул,Маросейка ,д.13 строение 3,8103858,муниципальный округ Басманный,1870
9851,2281050,г Москва ул Маросейка д.6/8 строение 1,Москва,ул Маросейка д.6/8 строение 1,ул,Маросейка ,д.6/8 строение 1,8103861,муниципальный округ Басманный,1830
9852,2281050,г Москва ул Маросейка д.9/2 строение 1,Москва,ул Маросейка д.9/2 строение 1,ул,Маросейка ,д.9/2 строение 1,8090092,муниципальный округ Басманный,1890
9853,2281050,г Москва ул Маросейка д.9/2 строение 7,Москва,ул Маросейка д.9/2 строение 7,ул,Маросейка ,д.9/2 строение 7,8090097,муниципальный округ Басманный,1890
9854,2281050,г Москва ул Маросейка д.9/2 строение 8,Москва,ул Маросейка д.9/2 строение 8,ул,Маросейка ,д.9/2 строение 8,8090100,муниципальный округ Басманный,1890
9855,2281050,г Москва ул Машкова д.1,Москва,ул Машкова д.1,ул,Машкова ,д.1,7935945,муниципальный округ Басманный,2002
9856,2281050,г Москва ул Машкова д.10 строение 1,Москва,ул Машкова д.10 строение 1,ул,Машкова ,д.10 строение 1,8103868,муниципальный округ Басманный,1897
9857,2281050,г Москва ул Машкова д.10 строение 2,Москва,ул Машкова д.10 строение 2,ул,Машкова ,д.10 строение 2,8103874,муниципальный округ Басманный,1907
9858,2281050,г Москва ул Машкова д.11 строение 1,Москва,ул Машкова д.11 строение 1,ул,Машкова ,д.11 строение 1,8090169,муниципальный округ Басманный,1885
9859,2281050,г Москва ул Машкова д.14,Москва,ул Машкова д.14,ул,Машкова ,д.14,8103881,муниципальный округ Басманный,1913
9860,2281050,г Москва ул Машкова д.16,Москва,ул Машкова д.16,ул,Машкова ,д.16,8103883,муниципальный округ Басманный,1911
9861,2281050,г Москва ул Машкова д.17,Москва,ул Машкова д.17,ул,Машкова ,д.17,8090187,муниципальный округ Басманный,1917
9862,2281050,г Москва ул Машкова д.18 строение 1,Москва,ул Машкова д.18 строение 1,ул,Машкова ,д.18 строение 1,8103888,муниципальный округ Басманный,1917
9863,2281050,г Москва ул Машкова д.2/13 строение 1,Москва,ул Машкова д.2/13 строение 1,ул,Машкова ,д.2/13 строение 1,8103891,муниципальный округ Басманный,1927
9864,2281050,г Москва ул Машкова д.21,Москва,ул Машкова д.21,ул,Машкова ,д.21,8090188,муниципальный округ Басманный,1917
9865,2281050,г Москва ул Машкова д.22,Москва,ул Машкова д.22,ул,Машкова ,д.22,8090190,муниципальный округ Басманный,1890
9866,2281050,г Москва ул Машкова д.24,Москва,ул Машкова д.24,ул,Машкова ,д.24,8090191,муниципальный округ Басманный,1904
9867,2281050,г Москва ул Машкова д.26 строение 1,Москва,ул Машкова д.26 строение 1,ул,Машкова ,д.26 строение 1,8090195,муниципальный округ Басманный,1900
9868,2281050,г Москва ул Машкова д.26 строение 2,Москва,ул Машкова д.26 строение 2,ул,Машкова ,д.26 строение 2,8090197,муниципальный округ Басманный,1905
9869,2281050,г Москва ул Машкова д.28/20 строение 2,Москва,ул Машкова д.28/20 строение 2,ул,Машкова ,д.28/20 строение 2,8090193,муниципальный округ Басманный,1910
9872,2281050,г Москва ул Машкова д.9,Москва,ул Машкова д.9,ул,Машкова ,д.9,8090158,муниципальный округ Басманный,1996
9874,2281050,г Москва ул Мясницкая д.24/7 строение 1,Москва,ул Мясницкая д.24/7 строение 1,ул,Мясницкая ,д.24/7 строение 1,8147577,муниципальный округ Басманный,1906
9875,2281050,г Москва ул Мясницкая д.24/7 строение 2,Москва,ул Мясницкая д.24/7 строение 2,ул,Мясницкая ,д.24/7 строение 2,8103906,муниципальный округ Басманный,1892
9876,2281050,г Москва ул Мясницкая д.30 строение 3,Москва,ул Мясницкая д.30 строение 3,ул,Мясницкая ,д.30 строение 3,8103909,муниципальный округ Басманный,1876
9877,2281050,г Москва ул Мясницкая д.30/1 строение 1,Москва,ул Мясницкая д.30/1 строение 1,ул,Мясницкая ,д.30/1 строение 1,8103917,муниципальный округ Басманный,1876
